listing_id,comments,keywords,sentiment
52021602,"Everything was perfect, but I did not know it was a second floor apartment, having to lug large bags up three flights of concrete steps?? (2 elderly ladies). They responded quickly when the coffee maker stopped working. <br/>Beds were very comfortable and the tv was easy to use!<br/>We immensely enjoyed our time!",elderly,Negative
51990775,"This property was perfect for a long girls' weekend in Nashville. Be mindful that there are 40 stairs to get to the third floor bedroom, bath, game room and rooftop as well as a slanted driveway to get to Ubers on Wildwood.   This would only be an issue if you had a disability or trouble walking after a late night of concert going and dancing. (There are three bedrooms and two baths along with the laundry closet on the second floor.) There is parking for two cars under the property. which was great. The place has fantastic lighting and is decorated beautifully. Our group was particularly fond of the Willie Nelson mural. The location was good as it was less than ten minutes to any of the restaurants/venues we attended. The property is ""lightly"" stocked with starter items. I would recommend additional trash bags for sure, especially with a group of people. I would recommend this property and hope to stay here again in a few months.",disability,Negative
51990775,"Ten of us (retired teachers) had a wonderful time at Christie?s beautiful house. Christie was an excellent host. From day one she communicated with us over everything we had questions about, and that continued throughout our entire stay.  She sent us tons of information about Nashville and all the great places to go to sightsee and eat. There was room for all 3 of our cars - 2 in the garage and 1 outside.  The parking area was pretty steep. There are quite a few steps to go up from garage to house. You can drop off belongings at front door but that is a very narrow area to maneuver. If you are elderly or have a disability you should be aware that stairs to both upper levels are very steep. The rooftop patio was our favorite spot with plenty of seating and great fireplace.  This house was clean, with great amenities and lots of bedding and towels. The price was great for the ten of us. We definitely will return!","disability, elderly",Negative
51990775,We loved it. We didn?t account for the fact of 3 stories high. We brought a handicap individual and it was a struggle to get up the stairs.<br/>Parking wasn?t the best but we made it work.<br/>Other than that everything was good.,handicap,Negative
51990775,"Christie?s place was great! It was very comfortable and spacious for my family of 10 and it definitely felt like home. There was ample space to cook, relax, and hang out. The deck on the third floor was great. Location was great and was a quick drive or Uber to everywhere we wanted to go. Overall we had a fantastic stay and we all wished we had stayed here longer :) <br/>Some things to be aware of: <br/>- There are a lot of stairs and all the bedrooms are upstairs so it may not be the best option for elderly parents/grandparents.<br/>- Finding the garage was a bit tricky. The road to access it is very narrow and had overgrown branches on one side. The driveway itself is also pretty steep. If you take your car down to unload stuff at the front door then be aware that it?s steep and the space between the houses is narrow. It was tricky to get out with our SUV but if you have a smaller car then you should be ok. <br/>- Water pressure in the shower wasn?t the best.",elderly,Negative
51906302,Lovely place to stay! Stylish and beautiful place! Had great views of downtown! <br/>Host was friendly and responsive - this place is great for a bunch of people - we had 3 kids and they loved the ping pong table! Would 100% rent it again when in Nashville.<br/>(Lots of stairs - just know if you have anyone elderly or with disabilities),elderly,Negative
51651242,Beautiful place. There are 2 flights of stairs so be mindful if traveling with the elderly or children.,elderly,Negative
51366091,"What an amazing place! It was close to so may awesome places in East Nashville and an easy jaunt to Broadway and the downtown Nashville attractions. <br/>Bedrooms on the first floor were great for the elderly members of our group. Plenty of room to park 3 cars in the driveway,  and the kitchen was well-enough appointed for us to cook 3 dinners for our family group of 9.<br/>I would definitely recommend this place to anyone visiting the Nashville area!",elderly,Positive
51285184,"I feel like I was lied to. very clean! At least the handicapp room was, but TINY and basically just a bed, shower, desk and lamp... literally. Also, just about everything was broken - alarm clock, remote, lights, etc. Luckily it's not far from stores etc but definitely not advertised properly.",handicap,Negative
50814177,Allen was available when needed which wasnt much. Property fit the description. Great roof top for relaxing and cigar smoking. Kithchen fully stocked. Lots of space for the 8 of us. we all had BEDS which sometimes for our Mancation is an issue. Overall would return. Only thing is this property is not fit for handicapped or physically challenged as there are a few stairs that could be an issue. OVERALL we loved the property!  Would highly recommend it. <br/>Close to everything in downtown area.,handicap,Neutral
50805506,"This house is simply amazing. Perfect for a large group or girls trip. Each room has its own full bathroom. The Dolly Mural is perfect for photos as well as the rooftop sign. Home had all the necessities needed as if you were back home. <br/>Uber-Lyft rides are approx 15 mins away from downtown. We were a large group so XL Uber?s were $30 to $50 (depending on time of day) but split among 4-5 people. <br/>Please note this house is multiple levels. Meaning first level is garage and one bedroom. And then second level is kitchen, living room, another bedroom and bathroom. Third level is master bedroom and bunk bedroom. And fourth level is the rooftop. That?s 3 flights of stairs so keep that in mind with small children, elderly or out of shape people like myself lol<br/>Chris was only a call-text away. he responded to any concern we had and offered solution promptly.",elderly,Negative
50798369,Lovely place! Kind owner with a fast response time. I would not recommend for the elderly. Simply because it is 4 level townhome. We really enjoyed our stay.,elderly,Negative
50769417,"The house is just as listed. Perfect amount of of space for a large group. Matt is VERY quick to respond to questions. We ran into an issuewhen we arrived and he sent someone over within the hour to fix the issue.  The house is within minutes of EVERYTHING and after doing everything the house is perfect! I have to add because this is So important to me...I couldn't hear the neighbors and I'm sure they couldn't here us (we had a baby that has healthy lungs).  If you are coming to Nashville and need a house for a girls get away, Batchelor's party, big family get together ...this is your house! If your bringing someone that has bad knees or is elderly...maybe not...lots & lots of stairs :)",elderly,Negative
50644468,"FABULOUS space and location - several flights of stairs so not ideal for elderly folks, but was absolutely PERFECT for my family's vacation to Nashville...extremely pleased with everything and Doron was a true gem to work with!!!",elderly,Negative
50440855,"This place is as beautiful as the pictures. (however I there is construction directly next to the home as of January 2023) We had three families; 5 kids under 12 and 6 adults. We were able to enjoy time together and still have our own space. Most new builds in this area are multi-story, and having the elevator allowed for us to spend time together on multiple floors even with handicapped family members. You can expect all the bells and whistles here including great sound systems on the deck, phenomenal shower in the master, and game areas throughout. This home has all the amenities for a fun bachelorette or friends party where you are eating out every meal. If you are planning on being in more and cooking, plan on bringing most items needed. There are plenty of plates, cups, serving pieces, and utensils-just not much else (like additional trash bags or soap, paper towels, etc.)<br/>We had a great time. The location was great-about 10 min from downtown!",handicap,Positive
50363289,"The place was nice and very spacious.  Everything was pretty clean with the exception of the walls which could use some TLC.  The house was great for a large group of young people as there was plenty of room and 3 bathrooms for everyone to get ready in.  The only drawbacks were that the house smelled of pot when we arrived, which was unexpected in a non-smoking house, nothing was done by the host to rectify the problem when they were informed.  Additionally, the wi-fi never worked well enough to actually use the TV so that was disappointing.   Other than that be prepared for a lot of steps to get to all bedrooms.  So if you are older or handicapped this wouldn?t be the place for you.",handicap,Negative
50136696,"I?d like to start off by thanking you for the opportunity to be able to have our family together in one place for our annual Thanksgiving trip. With that being said, we were utterly disappointed with almost every aspect of the property. Right away, we were met with multiple safety hazards that were very concerning giving the fact we had small children and 2 disabled adults. First was the living room rug. It was ripped and curled up causing a major trip hazard. The handrail to the rooftop was also ripped from the wall and very unstable. Also causing a major concern for the children and adults that rely on that handrail. There was also black mold and peeling drywall in the bedroom on the main floor where 2 children were sleeping. That is unacceptable. Please contact for further details and additional issues and concerns. To include, damaged and filthy furniture, floors, bedding etc. pictures also available",disabled,Negative
50103650,"Overall the stay was fine, however there are a few things to note that I wish I would?ve known. Considering this was the most expensive Airbnb available I thought the pictures would be accurate and I would be able to impress my family who was coming in from out of town.. aren?t you supposed to get what you pay for?.. not the case. <br/>We ultimately chose this home because there was an awesome rooftop with cornhole and tons of seating. Upon arrival there was in fact no cornhole and only one small seating area. The hanging lights only half worked (ghetto). The rooftop has absolutely no view of the city. To say we were let down would be an understatement. <br/>This condo is setup with a tonnnn of stairs. There are so many levels that it made simply walking from one area to another very inconvenient. We had some elderly guests with us and some guests with knee and back trouble. It was simply impossible for them to get from the bottom floor bedroom to the kitchen/living space which was I believe on the 4th floor. <br/>Around 11pm we get a knock on the door. Metro police. Wanting us to know that the area is known for break ins so to be sure our cars were locked up. <br/>I would most definitely not rebook this property.",elderly,Negative
50051904,"I got a text 40 minutes before check in that our place was unavailable. We were not given follow up until I had to call and repeatedly ask where we were going to stay, if parking would be transferred, etc. Representatives were evasive of any questions or giving details on important things like this. I had chosen the location because I had to walk to a training that week, so a place farther away meant finding transport because it was too far and too long of a walk to make it to the training by 8 am every day without waking up at an an unreasonable hour. Had to keep asking about accommodations because of traveling with my disabled parents, and kept getting evasive answers. Ended up not knowing where to navigate to until well after check in. When asking these simple questions and sharing why we chose the location, the rep kept talking and loudly ?mhmm?ing over me instead of listening and/or responding to questions. So unprofessional on so many levels. Also, the unit was poorly maintained.",disabled,Negative
49880977,"The most accurately described Airbnb I've ever stayed at... My only ""complaint"" (as I'm disabled)is that if you park in the closest spots, you walk up 3 flights of stairs. If you park further away, you walk up 2 flights of stairs, but have to walk around the whole complex to get to the condo, which is next to the other flight of stairs. (Stairs are mentioned in the description.)<br/>This condo very comfortably sleeps only 2 (as stated in the description). Although the space is smaller, every inch of it is used appropriately, the kitchen is well-stocked (bring your own creamer) and it's impeccably cleaned. It's also beautifully decorated and cozy.<br/>The location cannot be beat. Within 5 min of all Vandy campuses. A large Publix & restaurants & shops in walking distance. If you have trouble choosing, your friendly hosts have suggestions! They recommended MLRose for burgers & we ended up enjoying their burgers, pretzel bites & skillet cookie daily.<br/>All in all, great hosts & a fantastic space!!",disabled,Negative
49797253,Nice older home that has some decent updates. Host group was responsive to 3 immediate needs we reported that made our stay better...sent maintenence person within a couple of hours. I think during winter they should at least leave 1 light on inside the home so it is not pitch black upon arrival. This home is not handicap accessible  which we needed somewhat but luckily we had three young men family to assist our elderly parents that had a hard time with the steps into house. If you are looking for really quiet that wont be as you hear lots of road noise late into the night and early into the morning..of course not hosts fault but its a busy street. there is a hospital nearby too so you get a lot of sirens as well. Bathroom tub downstairs was really spongy which made me feel uneasy but i just used the one upstairs. I did let them know about this and they were responsive and I feel they will address. Older home so floors are really creeky especially upstairs. Would stay again!,"handicap, elderly",Negative
49775621,You will love this AirBnb!<br/>Well-designed and well-appointed space. Wonderful backyard. Easy parking.No steps.<br/>I hope I get to come back at some point.<br/>Claire,no steps,Positive
49775621,Carol?s space was just what we needed. It is immaculate and spacious. No steps to climb. Great parking. Comfortable beds. Quiet location with picturesque landscape. So convenient to anything in Brentwood. She is quick to respond. It was a great stay!,no steps,Positive
49568650,"Hubby and I recently stayed here with my elderly relatives and had a great experience.  The house is huge, very clean and looks exactly like the pictures.  It also sits on a beautiful piece of property that is very private.  Too bad we were so busy that we didn't get to enjoy the outside.  We did, however, have a great time with the ping pong table.  It was a short drive to get to everything we wanted.  One tip:  park in the Library parking lot if you are downtown.  Its reasonably priced and they will validate some of the time.  A lot less expensive than the other lots.",elderly,Positive
49516319,This was a great location in Nashville. A nice neighborhood and walkable to downtown. The open floor plan enabled the whole family to gather together and  the bedroom on the first floor was perfect for our elderly family members. We?d definitely recommend this location to others.,elderly,Positive
49516167,"Best Airbnb I've ever stayed at! The photos are EXACT to the location! <br/>This unit easily sleeps a party of 10 with 4 bedrooms and couch space. The entire home was extremely clean and the first floor was wheelchair accessible. <br/>As far as an early check in time, Sonder was extremely accommodating. I submitted a request and had access to a member of their team 7 days a week 24 hours a day. They are truly on top of everything and make your stay absolutely perfect.<br/>The location is perfect. You are a 5 minute uber drive to downtown ($10 roughly each ride), and walking distance from incredible restaurants, pubs, and coffeeshops. VERY SAFE!<br/>The kitchen / dining room is gorgeous! Fully stocked shelves with all the silverware and utensils you'd need! And IF you run out, there are 2 dish washers connected to the island. There is also a big refrigerator / freezer, microwave, and oven in the event you feel like staying in for a meal.<br/>I would definitely stay here again!!",wheelchair,Positive
49516167,"5 of us stayed 4 nights in this airy, spacious and fine accommodation in Germantown which is a lovely, quiet area close enough to all the action.  For those who have no health or physical issues, you could make the walk to downtown.<br/>Please note...we were not warned at time of booking that there is only one bedroom on the main floor. Three are on a second floor with a very narrow and very steep 18 step staircase.  <br/>This important ""feature"" should most certainly have been noted in the details before booking.  <br/>Plus there are also several steps required to reach the main door of the unit.  The two of us who could not handle steps had to be driven up Taylor Street to the back of the units where we could get in without steps.  <br/>That is a very important something that should be included in the details and Sonder needs to be honest about such negatives.<br/>So we two disabled persons could not use or even see any of those upper bedrooms.  Fortunately there was one sole bedroom on first floor and one old and very uncomfortable sofa bed which has seen better days for sure.  Sonder.... It's time for a replacement!!! <br/>We found the kitchen & refrigerator to be sparsely equipped for us because we intended to cook breakfast each morning and dinner one night.  We went to Kroeger to buy all the condiments as well as coffee and some utensils.  The kitchen needs regular soup bowls and another large mixing bowl.  We made do with one fry pan & one mixing bowl but one or two more would have been helpful, as well as one or two more dish towels. <br/>The bathrooms are clean & roomy but there is only one towel bar and only one hook on the wall. Really!  And only one little bar of soap so we purchased a few more at Kroeger.<br/>The shower stalls should most definitely have a grab bar because the stone floor is flat, smooth & slippery requiring us to lay a towel down to avoid accidents.  <br/>We also had to lay a towel down on floor outside the shower stalls to soak up the water from the showerhead (which is high up on the ceiling) which flowed out onto the floor.  Another slip hazzard.<br/>Read the small print....there  is no TV although it is mentioned  in their ""amenities"".  You need to get an app!  There is no cable service.<br/>Aside from the important safety issues and other details mentioned in this review, this is a fine place to stay in Nashville.",disabled,Negative
49339531,"DIRTY; No sofa linens; no pool towels; given 4 bath towels, 1 hand towel, 1 bathmat (0 washcloths); used chat system for sofa linens & received them late 1st night. Sofa had poo stains; every single towel that we DID have, had at least 1 stain on it. Put in a handicap room for some reason so the little floor towel does not absorb the MASSIVE amount of water that comes from the make-shift shower (mounted adjustable showerhead on a pole) w/ a curtain that doesn't reach the floor. Water gets EVERYWHERE. Requested 3 sets of bath towels (including wash cloths) & 2 pool towels but they didn't come because ""they don't come in the middle of the night"", though they did the first night. Then nothing again all day the 2nd day. Came after 3rd just in time for 4th/final night; no pool towels; Trash bag in front of room in hall for 4 days; hotdogs on shelf by elevators for 2 days; AC doesn't work when not home, which means its on a motion sensor, hot/CREEPY; AirBnb should discontinue assoc w/ Sonder",handicap,Negative
49253797,"All in all we had a nice stay. Pros?Fairly easy to find with two dedicated parking spaces. 9 beds plenty for a good size group. Awesome built in bunk beds. Place was modern with nice touches of Nashville vibe. There were plenty of kitchenware to not have to buy extra plastic and paper items. She even bought a coffee maker. Great patio space off living room and certainly the Rooftop deck with Nashville skyline was nice. Cons??access wasn?t given until day of but she did allow earlier than published checkin time. An extreme amount of stairs which one of my guests was elderly. The primary bed and bunk beds were comfortable however, the two rear beds and two queen beds were FIRM. No use of fireplace. No bbq or heating elements for outside therefore only good for photos due to cold. No use of dumb waiter which would have been very helpful. No broom or dustpan. Other than bedrooms, no curtains/shades. Had creeper parked in back parking lot looking up into kitchen and half bath for few hours.",elderly,Negative
49229256,"Nice, very friendly people. And a beautiful place in really good shape. Immaculately Clean.<br/>A few things I have never experienced at an AirBNB. I am sure they will fix them.<br/>No top sheet on the bed? Ended up laying with the blanket on top of me.<br/>Impossible to get a cool or cold shower. Barely turned it on already hotter than I ever take a shower. Turn it all the way scalding.  Mentioned it and was just told how to use the shower handle. <br/>Second floor bedroom. I don?t remember seeing that in the listing so it?s definitely not handicap accessible.<br/>Other than these things it was a great place, run by great people.",handicap,Positive
48994218,the place was great! Jonathan was a great host and very responsive. especially to a repair that was need in the house. The location was great. very close to the downtown Nashville. Nice space to hang out outside. highly recommend it. only thing was elevator did not go to rooftop. but was very handicapped assess other than that.,handicap,Neutral
48973998,"I bought my family (10 year old, husband, my elderly parents) for our first visit in Nashville. The home was perfect, very clean and loads of space! It was the perfect location to walk. We would absolutely come and stay here again! The decor of the home was beyond perfect with a Nashville theme!",elderly,Positive
48870923,We truly enjoyed our time at the homes. We only had a few problems with the stairs for the elderly but we didn?t let that stop our fun. Every room was very spacious and the balcony was beautiful.,elderly,Neutral
48655479,"It was a beautiful home, a couple things weren?t up to 100% standard, as in the cleanness and then Internet. But all things that can be fixed and nothing that would stop me from renting again! The home was beautiful, not so much elderly friendly but we did get our steps in. Very responsive. Will definitely rent again if in the area.",elderly,Positive
48655479,"Chris was extremely responsive and timely. Check-in was easy and the close out instructions were clear. The location is very convenient and the in-house game room was a big bonus! Plenty of towels were available and the updated appliances made the visit very comfortable. <br/>The ?Where You?ll Sleep??section could be clarified a bit; though the pictures were very accurate. The bedroom on the first floor is very small which made it difficult to sleep 6 comfortably, as implied. The 2nd bedroom has a queen bed and two single/bunk beds. The third single bed listed in that bedroom is actually a foam mattress housed in the closet. Similarly, the single specified in the 3rd bedroom with the 2 king beds is actually a rollaway cot, also stored in the closet.<br/>The 4th bedroom (main floor) contains a daybed and trundle, but the wall/door that conceals it prevents you from using the trundle for anyone larger than a small child. That bedroom leads to a 1/2 bath and has no window coverings, so it is hard to rest, privately.<br/>Persons with severe pet allergies should notice the ?pets allowed??section of a listing. I missed that and my nephew suffered because of the pet residue from previous visitors. There was pet hair in the sofa, in two of the carpets and in the bed of one of the bedrooms. Chris responded expeditiously, however, and remedied the problem first thing the next morning. It took the housekeeper quite a while to get it all cleaned up, but her diligence made the rest of the stay much more comfortable for us.<br/>The parking limitations are not conducive for groups. Only one vehicle is allowed at the complex, which makes loading/unloading a little inconvenient. Off-site parking is near by, but most days, we had to park almost a block or more away from the residence. <br/>Finally, as beautiful as this home is, it is not handicap-accessible. Our family members with physical disabilities had to make other arrangements upon arrival.",handicap,Positive
48609195,"We loved this home.  The home was exactly what the photos represented.  The downstairs bedroom was great for our elderly parents, and the entire home was comfortable, warm, and inviting.  The kitchen and living room area were very spacious, allowing our entire group to spend time together comfortably.  The bedrooms were also very spacious, and the office was perfect for conducting my business during our stay.  Rachel and Ke were great at communicating with us before, during, and after our visit to be sure our expectations were exceeded.  We will definitely be back!",elderly,Positive
48379915,"Nice quiet stay, quick straight drive into downtown Nashville. We stayed one night just passing through. Everything looked new and modern styled. Cute place for a getaway. Maybe not the best option for someone elderly or with bad knees as there are a good bit of steps throughout the condo. But it was perfect for us and our group of kids! Harley and Jocelyn lived up to the previous reviews with great hospitality and very responsive. Would stay here again!",elderly,Neutral
48351011,"Great location! Easy walk to downtown and other venues. <br/>Pool was very confusing as the hours change and also very dirty. Limited seating. (Not host fault)<br/>There was a lack of communication at the beginning as we didn?t email right away for instructions to get in (last min reservations) so we couldn?t get in when we got there. <br/>However, communication did change once we found multiple bugs (mainly cockroaches) and sent pictures. They offer us to leave and refund 1/2 money if we left second day but unfortunately we had no choice to stay due to my disability and not able to find another place to stay due to CMA festival. <br/>They did send someone to spray/fix problem. They came but problem got worst We thought because they sent someone out it would solve the issue but as noted it got worst. Supposedly they are shutting unit down. So be aware. <br/>And if you see white powder (as a few other noted) that?s for their bug problems (and don?t work). <br/>The place has a few wear and tear - Toilet paper holder falls off while using, door looks like someone tried to break in, sofa is not a sofa bed it?s a fancy looking futon and hard as a rock and patio is misleading (you can?t sit outside on it FYI).",disability,Negative
48201854,This is the place to stay! Anything you think you need they have! 4 of us spent three nights at this fabulous townhouse! Look no more! I?m a traveler and have stayed at many places and this place did not disappoint! There are a lot of stairs if anyone has disability issues with using stairs.,disability,Neutral
48155750,"First off the only concerning thing about this listing is the steep downhill walk on the pathway towards the actual apartment. It is not handicap nor stroller friendly as I also had an infant with me. Just wanted that to be known because I was not aware before booking. Other than that, Denise?s place is really nice! I Loved the Airbnb itself, I wish I lived there haha. It was clean, spacious, convenient, and the view is an added plus. Denise also made it a priority to fix the flood lights so that we could better see coming in while it was dark. I would definitely book again for a relaxing solo trip.",handicap,Positive
48155552,Amazing stay! The unit we stayed in had a very accessible bathroom and the rooms were very spacious. It was also super close to everything in Nashville and walking distance from some really great restaurants. Will def be staying here again when I go back.,accessible bathroom,Positive
48152292,"an awesome place to stay, not for elderly people because all the bedrooms are upstairs.  For young couples and middle age it is great.  very clean, easy check in, and I would highly recommend",elderly,Positive
47902725,Host was extremely helpful. When we had a  concern regarding handicap accessibility they went above and beyond to try and locate a better space even though it was not their error when booking but mine. The place itself felt safe and was very clean.,handicap,Positive
47731619,"We enjoyed our stay at Guy and Itay's place.  If you are like most visitors to Nashville, you are looking for a convenient place to lay your head at night.  This place is wonderful for that.  The beds are actually VERY comfortable.  The location is very convenient to Broadway, but not walkable in my opinion.  It's a short Lyft to Broadway.  Our driver was usually at the front gate by the time we got there!  There is private parking.  The house had some stained furniture in the living room, but nothing unexpected.  The kitchen was well-equipped.  There are a lot of stairs, so that should be a consideration for any elderly or physically challenged folks.  The neighborhood is a city/suburban area that appears to be up and coming.  It's very quiet, and we didn't even see a single neighbor in the complex.  I would recommend this place to anyone looking for a place convenient to the attractions, but not right in the middle of them.  It's perfect.",elderly,Neutral
47200129,"This is our second stay at Jimmy's very attractive and well-equipped apartment.  It's spotlessly clean, modern, bright, spacious, nicely decorated, and very quiet.  No steps to haul luggage up!  We've stayed in just about every 1 bed-room airbnb in the 12 South vicinity (we have family nearby), and this is our favorite.  We also want to add that Jimmy is an exceptional host: We made an error in our reservation which we only discovered at the last minute.  Jimmy dropped what he was doing to make sure the problem got resolved.  It saved us a lot of scrambling and stress.  We are really appreciative.  Needless to say, we've already booked another stay here! <br/>P.S. Check out the almond croissants at the Little Gourmand in the tiny shopping center directly across the street.  We're addicted!",no steps,Positive
47181176,"We really enjoyed our stay and the beautiful home. The location was perfect to everything we did in Nashville. It?s an average of $8-10 Uber ride into downtown. Having a garage/parking is also a huge bonus when traveling. We had use of the garage opener that we were able to keep in our car. There is also a Kroger Supermarket across the street which was great for groceries and emergency medicine that we needed. <br/>We traveled with my elderly parents. It?s a 3 level home. Kitchen, living room, a bedroom & bath are on the 2nd/main floor so my dad who doesn?t see or walk well, had to endure the stairs. He did really good, but wanted to mention in case someone is traveling and can?t do stairs. My parents stayed in that bedroom so it was same floor as LR and K. My brother was in 1st floor bedroom/bath. My twin 15 year old girls and I loved the 3rd floor set up. Large room with 2 queen beds for them, separate bedroom for me w/a queen bed. We shared very large  bathroom. It was perfect for us.",elderly,Positive
47070498,"Craig's place was very clean and convenient with all listed amenities. There were plenty of comfortable beds and it felt spacious. Having 3 ensuite bathrooms, in addition to the half bathroom off the kitchen, was perfect for us. Access to parking in the private garage was also very convenient to unload and load bags and on cold days. One thing to be aware of, two of the three bedrooms are on 3rd floor with many steps so pack light for those staying in those 2. The third bedroom is on the 1st level with no steps to garage. Location was excellent, a short drive to downtown, Broadway, the airport and East Nashville eateries. We enjoyed checking the old records on the feature wall.  We definitely hope to stay there again on our next visit.",no steps,Positive
46991552,"Great location if you are looking to go out downtown Nashville. Short drive to whatever you would need during your stay. Large home, with very little clutter and spacious rooms. Good set up for a multiple couples to stay comfortably.  LOTS of stairs so not ideal for handicapped or elderly. Some staining on the furniture and some broken items in the home that could use minor repair but nothing that  affected our stay! We would definitely return for future stays.","handicap, elderly",Negative
46991552,"I didn?t have the same issues with dirty floors and walls as other reviewers noted. However, trash was left in a closet and the towels provided were all folded damp by housekeeping and left on our bed like that upon arrival. I messages the host to let them know, as I thought they might have a dryer issue (it didn?t seem to work well when I tried to run them in the dryer). That and two other messages I sent about a special check-out request went unanswered for days (and still to date).<br/>However, the space is huge and furnishings are well appointed. Two rooms with full or queen beds on second level, master with en suite on second level, and another queen bed and full bath on the third level. There are lots of stairs, so this is definitely more of a young adult only place. Not for small children or elderly. It is set up to have a good time?makeup stations and mirrors on third level, karaoke machine on ground floor, gorgeous big patio on third level with tables, sofa, and firepit.",elderly,Negative
46813432,The cottage was adorable and super clean! Parking right at the door which was important with load/unloading the car since my husband is disabled. Safe quiet neighborhood.,disabled,Positive
46547145,Terrible company. Wouldn?t work with someone who had a temporary disability and wasn?t able  to complete there check in process.   You should be ashamed and embarrassed,disability,Negative
46547145,"This room was the perfect place to stay for my elderly parents who require ADA accessible facililities. The room was exceptionally clean, had great amenities, and communication from the hosts was helpful and as promised. I live in the area and will have my parents stay there whenever they come to town!",elderly,Positive
46278763,"We enjoyed our stay with Sonder, it was very spacious for my husband and I??and only about 10 mins from broadway! I am thankful that I am very tech savvy, the check-in and all the instructions were a little overwhelming.. if it were a elderly person they definitely have a tough time figuring out the codes and parking. Plus having to download a app, also a heads up that parking is not included in the prices. Besides the codes and what not it is a very nice building.",elderly,Neutral
46275258,"Awesome location to Opreyland with everything you need for a week; one way uber was around $10 to Opreyland. Keep in mind there's no Washer/Dryer! We experienced a power outage but luckily it was fixed in a few hours and the host had Flashlights in the silver mailbox for us to use in the emergency.<br/> I had informed hosts of the need to have some mail delivered, and they kindly approved this request and my UPS packages arrived OK, but USPS packages got intercepted by the host's mail hold despite the attempt to remove the hold. Would recommend UPS or FedEx if you need to have any mail sent!<br/>Accessibility-- There are a few steps not pictured. My mother recently fell and needed wheelchair assistance through the airport... There are 3 steps in the living room, and maybe 6 steps spread out in front of the house. The steps closest to the driveway were a little steep, but my mom was able to slowly walk in the grass around the steps.",wheelchair,Neutral
46275258,"This was a great experience.  I must say cleanest air bnb i have ever rented , location is centrally located for all your traveling needs, even with the host living in the basement that didn't bother us at all and my family is loud as hell lol. I had a few issues but totally on my end for not reading fully before I booked it. There is only one bathroom and with a group of seven was a little difficult,  also only one tv in the house, and being handicap was a little difficult getting up and down the stairs. only recommendation I would say would be the beds were to firm for some of my family . but over all great house great host great experience",handicap,Neutral
46194921,"DeRon's place was a lovely place to stay. The home was extremely spacious, clean and cozy. It had all the amenities our group needed to feel at home. The location is a short Uber or drive away for most areas in Nashville. It is close to a train track which can be a little loud when the train is coming through so I'd recommend a pair of earbuds for lighter sleepers. The hot tub on the roof top was perfect. We felt like we were in a safe area and appreciated having the security guard for weekend nights. There's a lot of stairs so it wouldn't be wheelchair accessible and need to be careful with luggage, but the layout is great otherwise.",wheelchair,Negative
45844196,"We stayed here for my sister in law's 50th birthday.  Overall the place was great, beds confortable, and it was very clean.  It also had 2 kitchens.  The area surrounding the condo is sketchy but the condo is gated so that helps.  There was also a security guard outside the gate on the Saturday night which was a nice surprise.   Parts of the condo were worn  (some walls and cabinets with scratches) but that happens with rentals.  Overall it was a nice condo.  The kitchen had plates, knives, paper towel, pots and pans and glasses but did not have pot holders, whisks, napkins, or measuring cups.  Front right burner on 2nd floor kitchen did not work.  Bathrooms had plenty of towels & soap (nice surprise) & toilet paper but no kleenex.  We were okay with the amount of steps but if you have older people or handicapped this place will not work for you.  The host was very attentive and quick to respond.  I recommend if you stay here that you hire a driver (which we did) to ensure your safety.",handicap,Neutral
45816243,This place was just okay. The pictures did not match the place exactly. The location with parking was not the most convenient having to carry all our luggage from the very back parking area to the front with no clear path or ramp. Beds were comfy. A bit pricey for the area and the noise.,clear path,Negative
45782248,"This is a great place in Nashville! Awesome building, on the main floor so no steps to access the unit. Easy in and out. Super close to all the action downtown. Gorgeous pool area and inside common areas! Unit is super clean and has everything you need. Even a Starbucks 30 steps out the side kitchen/living room door. <br/>The couch pulls out to what feels like an actual bed, too! Very comfy so 4 guys had no problem (3 in the bedrooms and one on the pullout). <br/>Can?t wait to go back! Thanks Victor!",no steps,Positive
45609934,"Eric was very responsive and helpful. We had a mobility issue with my 93-year-old mother not being able to go up the 2 steps from the bonus room (where we were planning to have her sleep). Eric brought us an air mattress the next morning so she could sleep on the main floor! Any questions we had, he helped resolve quickly. <br/>It was GREAT to have THREE bathrooms, 4 bedrooms, and a bonus room that was separate from the rest of the house. The neighborhood is adorable and there is SO much to see and do within a short drive.<br/>I HIGHLY recommend Eric's place. While not totally handicapped accessible, it was spacious and comfortable.  Eric is a wonderful host!",handicap,Neutral
45002939,Very nice place with large bedrooms!<br/>Clean towels on every bed and lots of shampoo and amenities <br/>Only word of warning is for the elderly guests as the stairs were steep and it may be difficult for them.<br/>Otherwise the place was truly fantastic!,elderly,Positive
44997666,"The home is very spacious, the beds and pillows are the best Iv ever stayed in away from home. It was perfect for our group. Their are two beds and a pull out couch downstairs that made it Wheelchair assessable.",wheelchair,Positive
